Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33026408	BAIXADAS LITORANEAS	ARARUAMA	CIEP	148 PROFESSOR CARLOS ELIO VOGAS DA SILVA	RUA OSCAR CLARK	SNº		PARQUE MATARUNA	28970000
33026386	BAIXADAS LITORANEAS	ARARUAMA	CIEP	253 GUIMARAES ROSA	RUA PROTOGENES GUIMARAES	426		PRACA DA BANDEIRA	28970000
33026874	BAIXADAS LITORANEAS	ARARUAMA	CIEP	384 GONCALVES DIAS	RODOVIA RJ 138 ESTRADA SAO VICENTE	138		SAO VICENTE DE PAULO	28980000
33026394	BAIXADAS LITORANEAS	ARARUAMA	CIEP	460 THIOPHYLA BRAGANCA	RUA MARQUES DE PARANA	SNº	PARQUE DE EXPOSICOES	CLUB DOS ENGENHEIROS	28970000
33026734	BAIXADAS LITORANEAS	ARARUAMA	CE	ANTONIO PINTO DE MORAES	RODOVIA RJ 124 KM 25	SNº		AURORA	28970000
33026432	BAIXADAS LITORANEAS	ARARUAMA	CE	EDMUNDO SILVA	RUA BERNARDO VASCONCELLOS	425		CENTRO	28970000
33026726	BAIXADAS LITORANEAS	ARARUAMA	CE	PROFESSOR FONSECA	ESTRADA DO MORRO GRANDE	SNº		MORRO GRANDE	
33026440	BAIXADAS LITORANEAS	ARARUAMA	CE	PROFESSORA CLARICE COELHO MOREIRA CALDAS	RUA PREFEITO ANTONIO RAPOSO	SNº		PONTE DOS LEITES	28970000
33027820	BAIXADAS LITORANEAS	ARMACAO DOS BUZIOS	CE	JOAO DE OLIVEIRA BOTAS	AVENIDA JOSE BENTO RIBEIRO DANTAS	1084		CENTRO	28950000
33027137	BAIXADAS LITORANEAS	ARRAIAL DO CABO	CE	ALMIRANTE FREDERICO VILLAR	PRACA DA BANDEIRA	13	PRAIA DOS ANJOS	CENTRO	28930000
33027102	BAIXADAS LITORANEAS	ARRAIAL DO CABO	CE	VINTE DE JULHO	RUA SEIS	SNº		VILA INDUSTRIAL	28930000
33027293	BAIXADAS LITORANEAS	CABO FRIO	CIEP	150 PROFESSORA AMELIA FERREIRA DOS SANTOS GABINA	AVENIDA LUIZ DE CAMOES	SNº		CELULA MATER	28909370
33027307	BAIXADAS LITORANEAS	CABO FRIO	CIEP	193 WILSON MENDES	RUA SAMUEL BESSA	SNº		JACARE	28922136
33093709	BAIXADAS LITORANEAS	CABO FRIO	CIEP	331 LYSIA BERNARDES	RUA PORTO ALEGRE	SNº		AQUARIUS	28926971
33093687	BAIXADAS LITORANEAS	CABO FRIO	CIEP	357 JOSE DE DOME	RUA SANTA MARGARIDA	SNº		TANGARA	28921100
33027285	BAIXADAS LITORANEAS	CABO FRIO	CIEP	458 HERMES BARCELOS	ESTRADA VELHA DE BUZIOS	SNº		JARDIM ESPERANCA	28922270
33027420	BAIXADAS LITORANEAS	CABO FRIO	EE	ASPINO ROCHA	RUA JOSE RODRIGUES POVOAS	561		GAMBOA	28924180
33027323	BAIXADAS LITORANEAS	CABO FRIO	CE	MIGUEL COUTO	AVENIDA TREZE DE NOVEMBRO	51		CENTRO	28907080
33027439	BAIXADAS LITORANEAS	CABO FRIO	CE	PRAIA DO SIQUEIRA	AVENIDA LUIS FELICIANO CARDOSO	SNº		PRAIA DO SIQUEIRA	28912090
33027447	BAIXADAS LITORANEAS	CABO FRIO	CE	PROFESSOR CORDELINO TEIXEIRA PAULO	RUA RIO DE JANEIRO	SNº		JARDIM PERO	28920100
33027315	BAIXADAS LITORANEAS	CABO FRIO	CE	PROFESSOR RENATO AZEVEDO	AVENIDA AMERICA CENTRAL	SNº		SAO CRISTOVAO	28909580
33027455	BAIXADAS LITORANEAS	CABO FRIO	IE	PROFESSORA ISMAR GOMES DE AZEVEDO	AVENIDA NILO PECANHA	68		CENTRO	28907000
33028583	BAIXADAS LITORANEAS	IGUABA GRANDE	CIEP	457 DOUTOR JOSE ELIAS MELLO DOS SANTOS	ESTRADA DO ARRASTAO	721		CENTRO	28960000
33028605	BAIXADAS LITORANEAS	IGUABA GRANDE	CE	DOUTOR FRANCISCO DE PAULA PARANHOS	RODOVIA AMARAL PEIXOTO	1959	KM 97	CENTRO	28960000
33102414	BAIXADAS LITORANEAS	MARICA	CIEP	259 PROFESSORA MARIA DO AMPARO RANGEL DE SOUZA	AVENIDA ROBERTO SILVEIRA	259		CENTRO	24900000
33096929	BAIXADAS LITORANEAS	MARICA	CIEP	391 PROFESSOR ROBSON MENDONCA LOU	LEITO DA ESTRADA DE FERRO	05		INOA	24900000
33054185	BAIXADAS LITORANEAS	MARICA	CE	CAIO FRANCISCO DE FIGUEIREDO	RUA CAIO FRANCISCO FIGUEIREDO	SNº		INOA	24900000
33053952	BAIXADAS LITORANEAS	MARICA	CE	DOMICIO DA GAMA	AVENIDA ROBERTO SILVEIRA	1138		FLAMENGO	24900000
33054177	BAIXADAS LITORANEAS	MARICA	CE	DOUTOR JOAO GOMES DE MATTOS SOBRINHO	RUA APOLONIO ELIAS DA CRUZ	SNº		INOA	24900000
33053910	BAIXADAS LITORANEAS	MARICA	CE	ELISIARIO MATTA	RUA ABREU RANGEL	115		CENTRO	24900000
33054215	BAIXADAS LITORANEAS	MARICA	CE	EUCLYDES PAULO DA SILVA	RODOVIA AMARAL PEIXOTO	SNº	KM 21	SAO JOSE DE IMBASSAI	24900000
33054339	BAIXADAS LITORANEAS	MARICA	CE	FRANCISCO JOSE DO NASCIMENTO	RUA SIMAO LUIZ DA COSTA	SNº		PONTA NEGRA	24900000
33053995	BAIXADAS LITORANEAS	MARICA	EE	PROFESSORA CACILDA SILVA	RUA CECILIO RODRIGUES DE SOUSA	SNº		ITAPEBA	24900000
33055467	BAIXADAS LITORANEAS	NITEROI	CIEP	251 DONA MARIA PORTUGAL	RODOVIA AMARAL PEIXOTO	SNº	KM 03	BALDEADOR	24140380
33102520	BAIXADAS LITORANEAS	NITEROI	CIEP	307 DJANIRA	AVENIDA EWERTON XAVIER	417		VARZEA DAS MOCAS	24330280
33108579	BAIXADAS LITORANEAS	NITEROI	CIEP	448 RUY FRAZAO SOARES	ESTRADA DO ENGENHO DO MATO	SNº		ENGENHO DO MATO	24346040
33096805	BAIXADAS LITORANEAS	NITEROI	CIEP	449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA	RUA CARLOS ERMELINDO MARTINS	SNº		CHARITAS	24370195
33102490	BAIXADAS LITORANEAS	NITEROI	CIEP	450 EMILIANO DI CAVALCANTI	ESTRADA CAETANO MONTEIRO	SNº	BADU	PENDOTIBA	24320570
33057737	BAIXADAS LITORANEAS	NITEROI	CE	ALMIRANTE TAMANDARE	AVENIDA ACURCIO TORRES	SNº		PIRATININGA	24358080
33056420	BAIXADAS LITORANEAS	NITEROI	EEEE	ANNE SULLIVAN	RUA SAO JOAO	127		CENTRO	24020042
33055610	BAIXADAS LITORANEAS	NITEROI	CE	AURELINO LEAL	RUA PRESIDENTE PEDREIRA	79		INGA	24210470
33055629	BAIXADAS LITORANEAS	NITEROI	CE	BALTAZAR BERNARDINO	RUA MARIZ E BARROS	444		SANTA ROSA	24220300
33055637	BAIXADAS LITORANEAS	NITEROI	CE	BRIGADEIRO CASTRIOTO	RUA PROFESSORA EMYLCE	SNº		SAO LOURENCO	24060000
33055645	BAIXADAS LITORANEAS	NITEROI	CE	CIZINIO SOARES PINTO	AVENIDA PRESIDENTE ROOSEVELT	02		SAO FRANCISCO	24360066
33056358	BAIXADAS LITORANEAS	NITEROI	CE	CONSELHEIRO JOSINO	RUA TEIXEIRA DE FREITAS	421		FONSECA	24130610
33055653	BAIXADAS LITORANEAS	NITEROI	CE	CONSELHEIRO MACEDO SOARES	RUA DOUTOR MARCH	392		BARRETO	24110650
33102503	BAIXADAS LITORANEAS	NITEROI	CE	DAVID CAPISTRANO	RUA PROFESSORA MARIA MENDONÇA PEIXOTO	SNº		SANTA BARBARA	24141150
33055661	BAIXADAS LITORANEAS	NITEROI	CE	DOUTOR LUCIANO PESTRE	AVENIDA PASTOR JOSE GOMES DE SOUZA	SNº		CARAMUJO	24140390
33056390	BAIXADAS LITORANEAS	NITEROI	EE	DOUTOR MEMORIA	RUA NORONHA TORREZAO	625		CUBANGO	24240181
33057745	BAIXADAS LITORANEAS	NITEROI	CE	DOUTOR SOUZA SOARES	RODOVIA AMARAL PEIXOTO	SNº	KM 10	CALABOCA	24330000
33056404	BAIXADAS LITORANEAS	NITEROI	CE	DUQUE DE CAXIAS	RUA ALBINO PEREIRA	300		SAO FRANCISCO	24365170
33056439	BAIXADAS LITORANEAS	NITEROI	CE	EMBAIXADOR RAUL FERNANDES	RUA RIODADES	253		FONSECA	24130241
33055670	BAIXADAS LITORANEAS	NITEROI	CE	FERNANDO MAGALHAES	AVENIDA CARLOS ERMELINDO MARINS	50		JURUJUBA	24370195
33055696	BAIXADAS LITORANEAS	NITEROI	CE	GUILHERME BRIGGS	RUA DOUTOR MARIO VIANNA	625		SANTA ROSA	24241001
33055700	BAIXADAS LITORANEAS	NITEROI	CE	HILARIO RIBEIRO	ALAMEDA SAO BOAVENTURA	794		FONSECA	24120191
33055726	BAIXADAS LITORANEAS	NITEROI	CE	JOAQUIM TAVORA	RUA GAVIAO PEIXOTO	SNº	PRACA PREFEITO FERRAZ	ICARAI	24230160
33056471	BAIXADAS LITORANEAS	NITEROI	CE	JOSE BONIFACIO	RUA DOUTOR CARLOS MAXIMIANO	SNº	PE 20	FONSECA	24120000
33056480	BAIXADAS LITORANEAS	NITEROI	CE	LEOPOLDO FROES	RUA REVERENDO ARMANDO FERREIRA	SNº		LARGO DA BATALHA	24310400
33055734	BAIXADAS LITORANEAS	NITEROI	CE	MACHADO DE ASSIS	RUA DESEMBARGADOR LIMA CASTRO	97		FONSECA	24120350
33056498	BAIXADAS LITORANEAS	NITEROI	CE	MANUEL DE ABREU	RUA LOPES TROVAO	287		ICARAI	24220070
33056501	BAIXADAS LITORANEAS	NITEROI	CE	PROFESSORA MARIA PEREIRA DAS NEVES	TRAVESSA DOUTOR JOAO LEITAO	SNº		CHARITAS	24370480
33056510	BAIXADAS LITORANEAS	NITEROI	EE	MENEZES VIEIRA	RUA ASSIS DE VASCONCELOS	30		BARRETO	24110250
33055742	BAIXADAS LITORANEAS	NITEROI	CE	MULLULO DA VEIGA	RUA CORONEL GUIMARAES	505		ENGENHOCA	24110440
33057508	BAIXADAS LITORANEAS	NITEROI	LICEU	NILO PECANHA	AVENIDA ERNANI AMARAL PEIXOTO	707		CENTRO	24030030
33055750	BAIXADAS LITORANEAS	NITEROI	CE	PAULO ASSIS RIBEIRO	ESTRADA CAETANO MONTEIRO	814		PENDOTIBA	24320570
33056560	BAIXADAS LITORANEAS	NITEROI	CE	PINTO LIMA	RUA SAO JOAO	127		CENTRO	24020042
33056579	BAIXADAS LITORANEAS	NITEROI	EEEE	PROFESSOR ALVARO CAETANO DE OLIVEIRA	RUA MULLULO DA VEIGA	41		BARRETO	24110320
33057117	BAIXADAS LITORANEAS	NITEROI	IE	PROFESSOR ISMAEL COUTINHO	TRAV MANOEL CONTINENTINO	32		SAO DOMINGOS	24210150
33057702	BAIXADAS LITORANEAS	NITEROI	CE	PROFESSORA ALCINA RODRIGUES LIMA	ESTRADA FRANCISCO DA CRUZ NUNES	SNº		ITAIPU	24340000
33055769	BAIXADAS LITORANEAS	NITEROI	CE	RAUL VIDAL	RUA DOUTOR FROES DA CRUZ	02		CENTRO	24030030
33056595	BAIXADAS LITORANEAS	NITEROI	EE	SAO DOMINGOS SAVIO	RUA DOUTOR MARTINS TORRES	223		SANTA ROSA	24240705
33055785	BAIXADAS LITORANEAS	NITEROI	CE	ZULEIKA RAPOSO VALLADARES	RUA SALO BRAND	SNº		ILHA DA CONCEICAO	24050070
33044368	BAIXADAS LITORANEAS	RIO BONITO	CE	ANTONIO LOPES DE CAMPOS FILHO	RUA PREFEITO ANTONIO LOPES DE CAMPOS FILHO	SNº		BASILIO	28800000
33044384	BAIXADAS LITORANEAS	RIO BONITO	CE	BARAO DO RIO BRANCO	RUA DUQUE DE CAXIAS	150		CENTRO	28800000
33044708	BAIXADAS LITORANEAS	RIO BONITO	CE	BERNARDINO DA COSTA LOPES	RUA ALEXANDRE PEREIRA DOS SANTOS	SNº		BOA ESPERANCA	28810000
33044333	BAIXADAS LITORANEAS	RIO BONITO	CE	DESEMBARGADOR JOSE AUGUSTO COELHO ROCHA JUNIOR	AVENIDA MANOEL DUARTE	1980		BELA VISTA	28800000
33044406	BAIXADAS LITORANEAS	RIO BONITO	CE	DOUTOR ROBERTO PEREIRA DOS SANTOS	RUA HILDA JARDIM FARIA	SNº		BOQUEIRAO	28800000
33044325	BAIXADAS LITORANEAS	RIO BONITO	CE	JOSE MATOSO MAIA FORTE	RUA JOAO MARQUES FERREIRA	80		PRACA CRUZEIRO	28800000
33044473	BAIXADAS LITORANEAS	RIO BONITO	CE	PROFESSOR DYRCEU RODRIGUES DA COSTA	AVENIDA SANTOS DUMONT	162		CENTRO	28800000
33028109	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CIEP	146 PROFESSOR CORDELINO TEIXEIRA PAULO	RUA DOZE DE OUTUBRO	SNº		ESTACAO	28940000
33028087	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CIEP	262 CURVELINA DIAS CURVELLO	RUA MARIA DIAS CURVELO	SNº		PORTO DO CARRO	28940000
33028095	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CIEP	272 GABRIEL JOAQUIM DOS SANTOS	ESTRADA DOS PASSAGEIROS	SNº		SAO JOAO	28940000
33028125	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CE	ALMIRANTE TAMANDARE	RUA JULIO SOARES DE MACEDO	154		BAIXO GRANDE	28940000
33028133	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CE	DOUTOR FELICIANO SODRE	RUA DUQUE DE CAXIAS	78		CENTRO	28940000
33028192	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CE	JOSE RASCAO	RUA PROFESSOR RENATO FERNANDES	40		SAO JOSE	28940000
33028540	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CE	NOBU YAMAGATA	ESTRADA DO BOQUEIRAO	2783		BOQUEIRAO	28940000
33028214	BAIXADAS LITORANEAS	SAO PEDRO DA ALDEIA	CE	VITAL BRASIL	RUA ANTONIO ARAUJO MENDONCA	704		PONTA DO AMBROSIO	28940000
33104204	BAIXADAS LITORANEAS	SAQUAREMA	CIEP	258 ASTROGILDO PEREIRA	RUA REGORCIANO DE OLIVEIRA	SNº		BACAXA	28993000
33028702	BAIXADAS LITORANEAS	SAQUAREMA	CIEP	372 PAULO LEMINSKY	RUA ALCIDES FERREIRA DA SILVA	3940		BARRA NOVA	28990000
33029164	BAIXADAS LITORANEAS	SAQUAREMA	CE	DUCLER LAUREANO MATOS	RUA CINCO	SNº	SAMPAIO CORREIA - 3º DISTRITO	ALMEIDA OU BASILEIA	28997000
33558221	BAIXADAS LITORANEAS	SAQUAREMA	CE	ISMENIA DE BARROS BARROSO	RUA NOVENTA E SETE	SNº		JACONÉ	
33028958	BAIXADAS LITORANEAS	SAQUAREMA	CE	OLIVEIRA VIANA	RUA PROFESSOR SOUZA	124		BACAXA	28993000
33028729	BAIXADAS LITORANEAS	SAQUAREMA	CE	OSCAR DE MACEDO SOARES	AVENIDA SAQUAREMA	381		CENTRO	28990000
33028974	BAIXADAS LITORANEAS	SAQUAREMA	CE	RIO DE AREIA	RUA MANOEL APOLINARIO DOS SANTOS	08		RIO DE AREIA	28993000
33172919	BAIXADAS LITORANEAS	NITEROI	CE	MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA	AVENIDA PREFEITO SILVIO PICANCO	SNº	CASA DA PRINCESA	CHARITAS	24360030
33016836	CENTRO SUL	AREAL	CE	MARIANO PROCOPIO	AVENIDA PRESIDENTE VARGAS	02		CENTRO	25845000
33094420	CENTRO SUL	BARRA DO PIRAI	CIEP	286 MURILO PORTUGAL	RUA VINTE E SETE	SNº		CALIFORNIA	27165000
33034273	CENTRO SUL	BARRA DO PIRAI	CIEP	287 ANGELINA TEIXEIRA NETTO SYM	RUA JOSE ALVES PIMENTA	1250		MATADOURO	27115010
33098573	CENTRO SUL	BARRA DO PIRAI	CIEP	310 PROFESSORA ALICE AIEX	RUA JOSE BENTO DE OLIVEIRA	1005		PARQUE SAO JOAQUIM	27130270
33034869	CENTRO SUL	BARRA DO PIRAI	CE	PROFESSOR ADELINO TERRA	RUA DIOGO DE MACEDO	SNº		CENTRO	27170000
33034311	CENTRO SUL	BARRA DO PIRAI	CE	BARAO DO RIO BONITO	RUA BARAO DO RIO BONITO	25		NOSSA SENHORA DE SANTANA	27113040
33034443	CENTRO SUL	BARRA DO PIRAI	CE	DOUTOR ALVARO ROCHA	RUA ANDRADE PINTO	700		CARVAO	27145080
33034486	CENTRO SUL	BARRA DO PIRAI	CE	ISA FERNANDES	AVENIDA ARY PARREIRAS	6455		SANTANA DE BARRA	27143270
33034494	CENTRO SUL	BARRA DO PIRAI	CE	JOAQUIM DE MACEDO	RUA ERNANI DO AMARAL PEIXOTO	98	CHACARA FARANI	CENTRO	27120120
33034320	CENTRO SUL	BARRA DO PIRAI	CE	NILO PECANHA	RUA ANTONIO DA SILVA BRINCO	976		CAMPO BOM	27110020
33034516	CENTRO SUL	BARRA DO PIRAI	EE	PADRE ANTONIO PINTO	RUA NOSSA SENHORA DAS GRACAS	677		MORRO DO GAMA	27150450
33034540	CENTRO SUL	BARRA DO PIRAI	CE	PROFESSOR JOSE ANTONIO MAIA VINAGRE	AVENIDA VEREADORA CRUZ	472		MARACANA	27140360
33034508	CENTRO SUL	BARRA DO PIRAI	CE	SENADOR PAULO FERNANDES	RUA VEREADOR SEBASTIAO DE CARVALHO	1789		AREAL	27150160
33017000	CENTRO SUL	COMENDADOR LEVY GASPARIAN	CE	CORONEL ANTONIO PECANHA	PRACA JOAQUIM JOSE FERREIRA	 SNº		CENTRO	25870000
33038023	CENTRO SUL	ENGENHEIRO PAULO DE FRONTIN	CIEP	289 CECILIO BARBOSA DA PAIXAO	RODOVIA PARACAMBI X VASSOURAS - ESTRADA RJ 127	SNº		RAMALHO	26650000
33038040	CENTRO SUL	ENGENHEIRO PAULO DE FRONTIN	CE	JOAO KOPKE	PRACA ROGER MALHARDES	07		CENTRO	26650000
33038180	CENTRO SUL	ENGENHEIRO PAULO DE FRONTIN	CE	SACRA FAMILIA DO TINGUA	RUA PREFEITO CORNELIO	100		VELASCO	26660000
33044899	CENTRO SUL	ITAGUAI	CIEP	048 DJALMA MARANHAO	RUA ELVIRA CIUFFO CICARINO	SNº		VILA MARGARIDA	23825840
33097135	CENTRO SUL	ITAGUAI	CIEP	329 JUAN MARTINHO CARRASCO	ESTRADA DO MAZOMBA	SNº		BRISAMAR	23830250
33045291	CENTRO SUL	ITAGUAI	CIEP	368 JOAO CONCEICAO CANUTO	RUA PROJETADA G	SNº		PONTE PRETA	23810080
33044880	CENTRO SUL	ITAGUAI	CIEP	498 IRMA DULCE	RUA PASTOR ANTONIO ANTUNES DA ROCHA	1		CHAPERO	23812285
33044929	CENTRO SUL	ITAGUAI	CE	CLODOMIRO VASCONCELOS	RUA GORGENIO FREITAS MARINS	102		CENTRO	23815320
33045062	CENTRO SUL	ITAGUAI	CE	JOSE MARIA DE BRITO	AVENIDA DEPUTADO OCTAVIO CABRAL	668		CENTRO	23820000
33137846	CENTRO SUL	ITAGUAI	CE	PROFESSORA MARIA IZABEL DO COUTO BRANDAO	RUA ALENCASTRO GUIMARAES	172		COROA GRANDE	23825160
33045070	CENTRO SUL	ITAGUAI	CE	PIRANEMA	RUA DOZE	SNº		PIRANEMA	23855000
33044953	CENTRO SUL	ITAGUAI	CE	PROFESSOR NEY CIDADE PALMEIRO	RUA ELISEU VISCONT	SNº		VILA MARGARIDA	23821110
33044961	CENTRO SUL	ITAGUAI	CE	PROFESSORA ELIANA DE ALMEIDA SANTOS	RUA MATO GROSSO	SNº		AMENDOEIRA	23821770
33045089	CENTRO SUL	ITAGUAI	CE	SANDRA ROLDAN BARBOZA	RUA CORONEL COSTA PEREIRA	27		CENTRO	23815040
33038260	CENTRO SUL	MENDES	CE	DOUTOR JOAO NERY	AVENIDA SANTA CRUZ	02		HUMBERTO ANTUNES	26700000
33038279	CENTRO SUL	MENDES	EE	JAYME SICILIANO	AVENIDA DOUTOR JAYME SICILIANO	SNº		CENTRO	26700000
33038228	CENTRO SUL	MENDES	CE	PROFESSOR ARAGAO GOMES	VILA WESTEY	148		CENTRO	26700000
33094098	CENTRO SUL	MIGUEL PEREIRA	CIEP	494 ALEXANDRE CARVALHO	AVENIDA CESAR LATTES	SNº		GUARARAPES	26900000
33038791	CENTRO SUL	MIGUEL PEREIRA	CE	ALVARO ALVIM	RUA DOUTOR OSORIO DE ALMEIDA	677		CENTRO	26910000
33038724	CENTRO SUL	MIGUEL PEREIRA	CE	CARMEM DE LUCA ANDREIOLO	RUA SENADOR VASCONCELOS TORRES	44		CONRADO	26920000
33038473	CENTRO SUL	MIGUEL PEREIRA	CE	DOUTOR ANTONIO FERNANDES	RUA BONIFACIO PORTELA	22		CENTRO	26900000
33038589	CENTRO SUL	MIGUEL PEREIRA	CE	VERA CRUZ	LARGO DA PIEDADE	50		VEREADORA CRUZ	26900000
33038880	CENTRO SUL	PARACAMBI	CIEP	152 GARRINCHA ALEGRIA DO POVO	RUA DOMINGOS GONCALVES FERREIRA	SNº		LAGES	26600000
33038899	CENTRO SUL	PARACAMBI	CIEP	385 PASTOR AUGUSTINHO VALERIO DE SOUZA	RUA VEREADOR ANIBAL CARDOSO	SNº		LAGES	26600000
33038872	CENTRO SUL	PARACAMBI	CIEP	500 ANTONIO BOTELHO	RODOVIA PARACAMBI X VASSOURAS	SNº		BNH	26600000
33038929	CENTRO SUL	PARACAMBI	CE	PRESIDENTE RODRIGUES ALVES	AVENIDA DOS OPERARIOS	205		CENTRO	26600000
33017646	CENTRO SUL	PARAIBA DO SUL	CE	BARAO DE PALMEIRAS	ESTRADA JOSE ROMERO GAMBOA	SNº		GLORIA	25860000
33017522	CENTRO SUL	PARAIBA DO SUL	CE	BEZERRA DE MENEZES	PRACA ANTONIO JOSE MIRANDA DE CARVALHO	248	2º DISTRITO	VILA SALUTARIS	25850000
33017492	CENTRO SUL	PARAIBA DO SUL	CE	LIONS CLUBE DE PARAIBA DO SUL	RUA MARABA	75		JATOBA	25850000
33017093	CENTRO SUL	PARAIBA DO SUL	CE	MARIA ZULMIRA TORRES	RUA LARA VILLELA	14		CENTRO	25850000
33017107	CENTRO SUL	PARAIBA DO SUL	CE	MONSENHOR FRANCISCO	AVENIDA MARECHAL CASTELO BRANCO	903		CENTRO	25850000
33103771	CENTRO SUL	PATY DO ALFERES	CIEP	278 JOAQUIM OSORIO DUQUE ESTRADA	AVENIDA PASCHOAL CARLOS MAGNO	SNº		ARCOZELO	26950000
33039186	CENTRO SUL	PATY DO ALFERES	CE	EDMUNDO PERALTA BERNARDES	RUA DOUTOR PERALTA	692		CENTRO	26950000
33039216	CENTRO SUL	PATY DO ALFERES	CE	LIDDY MIGNONE	ESTRADA DA CACHOEIRA	SNº		ARCOZELO	26950000
33039402	CENTRO SUL	PATY DO ALFERES	CE	RIBEIRO DE AVELAR	AVENIDA DOM PEDRO II	50		AVELAR	26980000
33035059	CENTRO SUL	RIO DAS FLORES	CIEP	298 MANUEL DUARTE	RUA NESTOR DE OLIVEIRA BARBOSA	SNº		CENTRO	27660000
33035334	CENTRO SUL	RIO DAS FLORES	CE	NEPHTALINA CARVALHO AVILA	RUA OLIER FREITAS DA SILVEIRA	301		TABOAS	27665000
33097950	CENTRO SUL	SAPUCAIA	CIEP	285 LUIZ JOSE DAFLON GOMES	AVENIDA PAULINO FERNANDES SILVA	409	RODOVIA BR 393 RIO DE JANEIRO-BAHIA, KM 69	JAMAPARA	25887000
33018197	CENTRO SUL	SAPUCAIA	CE	PROFESSORA MARIA APARECIDA BASTOS	RUA DO COLEGIO	1	5º DISTRITO	VILA DO PIAO	25884000
33017786	CENTRO SUL	SAPUCAIA	CE	MAURICIO DE ABREU	PRACA DOUTOR MIGUEL COUTO FILHO	298		CENTRO	25880000
33018073	CENTRO SUL	SAPUCAIA	CE	PAULINO FERNANDES	VILA NOSSA SENHORA APARECIDA	SNº		VILA NOSSA SENHOR APERECIDA	25886000
33017930	CENTRO SUL	SAPUCAIA	CE	REPUBLICA DO LIBANO	RUA ANTONIO ALVES DE CARVALHO	133		CENTRO	25882000
33045437	CENTRO SUL	SEROPEDICA	CIEP	155 MARIA JOAQUINA DE OLIVEIRA	ANTIGA RODOVIA RIO X SAO PAULO	SNº	KM 49	SEROPEDICA	23890000
33045445	CENTRO SUL	SEROPEDICA	CIEP	156 DOUTOR ALBERTO SABIN	ANTIGA RODOVIA RIO X SAO PAULO	SNº	KM 40	DOM BOSCO	23890000
33045542	CENTRO SUL	SEROPEDICA	CE	ALICE DE SOUZA BRUNO	RUA B	32	RODOVIA PRESIDENTE DUTRA KM 44 QUADRA 8	SAO MIGUEL	23893000
33045550	CENTRO SUL	SEROPEDICA	CE	ALVARINA DE CARVALHO JANNOTTI	RUA VEREADOR JAYME DE AZEVEDO	SNº		FAZENDA CAXIAS	23890000
33166382	CENTRO SUL	SEROPEDICA	CE	BANANAL ( CENSO 2012 - PARALISADA )	RODOVIA PRESIDENTE DUTRA	SNº	KM 37	JARDIM MARACANA	23890000
33045470	CENTRO SUL	SEROPEDICA	CE	BARAO DE TEFE	ANTIGA RODOVIA RIO X SAO PAULO	SNº	KM 39,5	DOM BOSCO	23890000
33045496	CENTRO SUL	SEROPEDICA	CE	PRESIDENTE DUTRA	U F R R J ESTRADA RIO SAO PAULO	SNº	KM 47	SEROPEDICA	23890000
33045569	CENTRO SUL	SEROPEDICA	CE	PROFESSOR ROBERTO LYRA	RUA NITEROI	SNº		CAMPO LINDO	23890000
33045577	CENTRO SUL	SEROPEDICA	CE	PROFESSOR WALDEMAR RAYTHE	RUA MARIA LOURENCO	17		FAZENDA CAXIAS	23890000
33018286	CENTRO SUL	TRES RIOS	CIEP	GINASIO PUBLICO 456 MARCO POLO	RUA IGLESIAS LOPES	870		CANTAGALO	25806040
33018405	CENTRO SUL	TRES RIOS	CE	CONDESSA DO RIO NOVO	RUA PREFEITO JOAQUIM JOSE FERREIRA	57		CENTRO	25804020
33018332	CENTRO SUL	TRES RIOS	CE	DOUTOR VALMIR PECANHA	RUA PROFESSOR MOREIRA	990		VILA ISABEL	25815070
33018413	CENTRO SUL	TRES RIOS	CE	LUTHER KING	RUA MAMEDE	16		MOURA BRASIL	25821480
33018340	CENTRO SUL	TRES RIOS	CE	MOACYR PADILHA	RUA REMO RIGHI	30		VILA ISABEL	25811030
33018650	CENTRO SUL	TRES RIOS	IE	PROFESSOR JOEL MONNERAT	RUA RUI BARBOSA	182		CANTAGALO	25805000
33018359	CENTRO SUL	TRES RIOS	CE	PROFESSOR KOPKE	AVENIDA ZOELLO SOLA	2013		TRIANGULO	25821080
33018367	CENTRO SUL	TRES RIOS	CE	ROBERTO COELHO PEDROSO	AVENIDA RUY BARBOSA	350		CANTAGALO	25805000
33018430	CENTRO SUL	TRES RIOS	CE	URBANO CARLOS DE ALMEIDA	RUA MARIA DE ALMEIDA PECANHA	08		MONTE CASTELO	25810260
33036071	CENTRO SUL	VALENCA	CE	ALFREDO GOMES	PRACA GETULIO VARGAS	100		CENTRO	27655000
33035628	CENTRO SUL	VALENCA	CE	ALMIRANTE RODRIGUES SILVA	RUA ALLAN KARDEC	254		FATIMA	27600000
