Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33098131	METROPOLITANA VII	BELFORD ROXO	CIEP	337 BERTA LUTZ	RUA PACONE	SNº		JARDIM PANORAMA	26150080
33046620	METROPOLITANA VII	BELFORD ROXO	CIEP	374 AUGUSTO RODRIGUES	RUA JOAQUIM VITORIO	SNº		NOVA PIAN	26160221
33046565	METROPOLITANA VII	BELFORD ROXO	CIEP	375 WILSON GREY	AVENIDA BOULEVARD SAO VICENTE	SNº		SAO VICENTE	26170482
33046573	METROPOLITANA VII	BELFORD ROXO	CIEP	376 CLAUDIO COUTINHO	ESTRADA DO BARRO VERMELHO	SNº		INTERLANDIA	26116680
33046581	METROPOLITANA VII	BELFORD ROXO	CIEP	377 CARMEM DA SILVA	AVENIDA DAS MULHERES	SNº	ROCINHA	RECANTUS	26163320
33047960	METROPOLITANA VII	BELFORD ROXO	CIEP	380 JORACI CAMARGO	RUA ALMEIDA SANTOS	SNº		CENTRO	26130420
33094144	METROPOLITANA VII	BELFORD ROXO	CIEP	388 LASAR SEGALL	RUA PORTO SOBRINHO	SNº		AREIA BRANCA	26131970
33046743	METROPOLITANA VII	BELFORD ROXO	CE	ALICE PACCINI GELIO	RUA CONCILIO ECUMENICO	SNº		PARQ. SAO VICENTE	26173000
33047243	METROPOLITANA VII	BELFORD ROXO	CE	BAIRRO JARDIM AMERICA	RUA PROFESSORA ALDA REGINA VIANA DE SOUZA	411		AREIA BRANCA	26140150
33046751	METROPOLITANA VII	BELFORD ROXO	CE	BAIRRO NOVA AURORA	RUA TOMAS	SNº		NOVA AURORA	26155580
33046867	METROPOLITANA VII	BELFORD ROXO	CE	BOM PASTOR	RUA MARIANA IGNACIO DOS PASSOS	SNº		JARDIM BOM PASTOR	26110405
33047910	METROPOLITANA VII	BELFORD ROXO	CE	BRANDAO MONTEIRO	ESTRADA ITAIPU BABI	SNº		NOVA AURORA	26155000
33047251	METROPOLITANA VII	BELFORD ROXO	EE	CASTRO ALVES	ESTRADA DO BARRO VERMELHO	SNº		VILAR NOVO	26115745
33046247	METROPOLITANA VII	BELFORD ROXO	CE	GUSTAVO BARROSO	AVENIDA GENERAL JOSE MULLER	SNº		HELIOPOLIS	26140040
33046778	METROPOLITANA VII	BELFORD ROXO	CE	JARDIM GLAUCIA	RUA JULIO CESAR	SNº		JARDIM GLAUCIA	26195360
33047936	METROPOLITANA VII	BELFORD ROXO	CE	JARDIM IPE	AVENIDA MARCO AURELIO	SNº	JARDIM IPE	OUTEIRO	26180150
33047278	METROPOLITANA VII	BELFORD ROXO	CE	MARCILIO DIAS	ESTRADA DO CAPIM MELADO	SNº		PARQUE ROSEIRAL	26173310
33047294	METROPOLITANA VII	BELFORD ROXO	CE	NOVA ALVORADA	AVENIDA PRIMEIRO DE JANEIRO	SNº		CENTRO	26150000
33047944	METROPOLITANA VII	BELFORD ROXO	CE	PARQUE AMORIM	RUA DO CARMO	SNº		PARQUE AMORIM	26182340
33047308	METROPOLITANA VII	BELFORD ROXO	CE	PAULINO BARBOSA	RUA MARCIA	SNº		SANTA CECILIA	26130730
33047316	METROPOLITANA VII	BELFORD ROXO	CE	PRESIDENTE JOAO GOULART	RUA MANOEL CORREA	255		ANDRADE DE ARAUJO	26135430
33046786	METROPOLITANA VII	BELFORD ROXO	CE	PRESIDENTE KENNEDY	RUA POSTAL	50		AREIA BRANCA	26112560
33046794	METROPOLITANA VII	BELFORD ROXO	CE	RICARDA LEON	RUA SUELY	SNº		PARQUE SAO JOSE	26193030
33046816	METROPOLITANA VII	BELFORD ROXO	CE	SANTA AMELIA	RUA NATUBA	SNº		STA AMELIA	26116460
33047332	METROPOLITANA VII	BELFORD ROXO	CE	SANTA TEREZA	RUA TIBIRICA	SNº		VILA SANTA TEREZA	26193210
33047324	METROPOLITANA VII	BELFORD ROXO	CE	SAO BERNARDO	RUA BITTENCOURT SAMPAIO	SNº		VILA JOLA	26165620
33046808	METROPOLITANA VII	BELFORD ROXO	CE	SARGENTO WOLFF	RUA GUARUJA	SNº		LOTE XV	26183390
33046824	METROPOLITANA VII	BELFORD ROXO	CE	TENENTE OTAVIO PINHEIRO	AVENIDA TENENTE CORONEL JOSE DOS SANTOS RODRIGUES	70		PARQUE SAO VICENTE	26178550
33047928	METROPOLITANA VII	BELFORD ROXO	CE	VARZEA DA ALEGRIA	RUA CROMITA COM ALAMEDA RICARDO	SNº		VARZEA DA ALEGRIA	26183660
33047340	METROPOLITANA VII	BELFORD ROXO	EE	VITAL BRASIL	AVENIDA PIAM	SNº		NOVA PIAM	26115520
33061122	METROPOLITANA VII	MESQUITA	CIEP	100 SAO FRANCISCO DE ASSIS	AVENIDA TREZE DE MAIO	44		ROCHA SOBRINHO	26574650
33061106	METROPOLITANA VII	MESQUITA	CIEP	111 GELSON FREITAS	RUA RICARDO	SNº		SANTO ELIAS	26562030
33061084	METROPOLITANA VII	MESQUITA	CIEP	364 NELSON RAMOS	RUA PAULO COM RUA HERCILIA	SNº		MESQUITA	26235240
33061246	METROPOLITANA VII	MESQUITA	CE	ANA NERI	RUA AUGUSTO CARDOSO	193		SANTA TEREZINHA	26251000
33061149	METROPOLITANA VII	MESQUITA	CE	BRASIL	RUA MANOEL AFONSO	55		CENTRO	26245440
33061165	METROPOLITANA VII	MESQUITA	CE	DOM PEDRO I	AVENIDA MANOEL DUARTE	1215		SANTA TEREZINHA	26245510
33061173	METROPOLITANA VII	MESQUITA	CE	PIERRE PLANCHER	RUA ABEL DE ALVARENGA	SNº		EDSON PASSOS	26246340
33061181	METROPOLITANA VII	MESQUITA	CE	PRESIDENTE CASTELO BRANCO	PRACA PORTO ALEGRE	105		PRESIDENTE JUSCELINO	26250520
33061203	METROPOLITANA VII	MESQUITA	CE	VILA BELA	RUA TIBIRICA	285		ROCHA SOBRINHO	26232360
33099049	METROPOLITANA VII	NILOPOLIS	CIEP	230 MANOEL MALAQUIAS GURGEL DA SILVA	RUA MARIO DE ARAUJO	SNº		CENTRO	26525130
33101078	METROPOLITANA VII	NILOPOLIS	CIEP	389 HAROLDO BARBOSA	RUA AMADEU LARA	977		NOVA OLINDA	26540130
33054576	METROPOLITANA VII	NILOPOLIS	CE	ANTONIO FIGUEIRA DE ALMEIDA	ESTRADA MIRANDELA	402		CENTRO	26520332
33054584	METROPOLITANA VII	NILOPOLIS	CE	AYDANO DE ALMEIDA	RUA COMENDADOR NUNES MARTINS	1337		CENTRO	26540040
33054681	METROPOLITANA VII	NILOPOLIS	CE	BERTHA D ALESSANDRO	RUA ANTONIO PEREIRA	SNº		CABUIS	26545500
33054843	METROPOLITANA VII	NILOPOLIS	IE	CARLOS PASQUALE	RUA ERNESTO CARDOSO	763		CENTRO	26525422
33054592	METROPOLITANA VII	NILOPOLIS	CE	JOAO CARDOSO	RUA BENJAMIN CONSTANT	SNº		NOVA CIDADE	26535010
33055025	METROPOLITANA VII	NILOPOLIS	CE	JOAQUIM DE ALMEIDA FLORES	RUA JOSE COUTO GUIMARAES	1299		PAIOL	26545010
33055033	METROPOLITANA VII	NILOPOLIS	CE	MARECHAL ZENOBIO DA COSTA	RUA JOAO RODRIGUES DA CUNHA	195		OLINDA	26510056
33054983	METROPOLITANA VII	NILOPOLIS	CE	NUTA BARTLETT JAMES	AVENIDA SENADOR SALGADO FILHO	SNº		CABRAL	26510108
33113319	METROPOLITANA VII	MESQUITA	CE	POETA MARIO QUINTANA	RUA INACIO SERRA	2018		CHATUBA	26587590
33054606	METROPOLITANA VII	NILOPOLIS	CE	PROFESSOR MARIO CAMPOS	RUA MARQUES CANARIO	295		CENTRO	26520770
33054711	METROPOLITANA VII	NILOPOLIS	CE	PROFESSOR UBIRATAN REIS BARBOSA	RUA DOUTOR MANOEL REIS	1598		NILOPOLIS	26515405
33092168	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	016 ABILIO HENRIQUE CORREIA	RUA ESTACIO DE SA	SNº		PARQUE NOVO RIO	25585000
33093016	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	029 JOSUE DE CASTRO	RUA ANTIMONIO	SNº		PARQUE ALIAN	25550350
33093024	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	030 MARINHEIRO JOAO CANDIDO	RUA WILSON LAGO	SNº		GRANDE RIO	25550020
33092141	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	114 MARIA GAVAZIO MARTINS	RUA SEVERINO TOME DOS SANTOS	SNº		VILAR DOS TELES	25560472
33092184	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	115 ANTONIO FRANCISCO LISBOA	AVENIDA DO COMERCIO	SNº		JARDIM METROPOLE	25575110
33092206	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	133 OSWALDO JOSE LOURENCO	RUA LOURENCO CAMPOS	SNº		VILA TIRADENTES	25520711
33092176	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	135 AFONSO HENRIQUES DE LIMA BARRETO	AVENIDA AUTOMOVEL CLUBE	SNº		JOSE BONIFACIO	25565270
33093423	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	139 MANUEL BANDEIRA	RUA JAL DE MORAIS	SNº		TOMAZINHO	25530372
33104344	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	169 MARIA AUGUSTA CORREIA	AVENIDA AUTOMOVEL CLUBE	SNº		SAO JOAO DE MERITI	25515120
33104352	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	170 GREGORIO BEZERRA	RUA MARCO ANTONIO	SNº		JARDIM NOIA	25571100
33104379	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	175 JOSE LINS DO REGO	RUA JUPARANA	SNº		PQ JOSE BONIFACIO	25565380
33092796	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	179 PROFESSOR CLAUDIO GAMA	ESTRADA SAO JOAO CAXIAS	122		CENTRO	25515420
33093040	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	189 VALDYLIO VILLAS BOAS	RUA VALA DA DIVISA	SNº		COELHO DA ROCHA	25550110
33104271	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	397 PAULO PONTES	RUA TENENTE PEDRO GOMES MARTINS	SNº		EDEN	25535040
33047979	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	398 MARIO LIMA	RUA CLAUDIO	SNº		SAO JOAO DE MERITI	25540220
33104298	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	399 JEAN BAPTISTE DEBRET	RUA ALVARO PROENCA	SNº		VILA UNIAO	25530100
33104301	METROPOLITANA VII	SAO JOAO DE MERITI	CIEP	400 OSWALD DE ANDRADE	RUA VEREADOR CELSO MOREIRA GUERRA	SNº		COELHO DA ROCHA	25550200
33093156	METROPOLITANA VII	SAO JOAO DE MERITI	CE	AGOSTINHO PORTO	RUA BERNARDINO	SNº		AGOSTINHO PORTO	25525340
33092214	METROPOLITANA VII	SAO JOAO DE MERITI	CE	ANTONIO GONCALVES	RUA DA MATRIZ	3600		COELHO DA ROCHA	25550170
33092222	METROPOLITANA VII	SAO JOAO DE MERITI	CE	CAETANO BELLONI	RUA SANTA TEREZA	14		CENTRO	25515070
33093091	METROPOLITANA VII	SAO JOAO DE MERITI	CE	CASEMIRO MEIRELLES	RUA BRILHANTE	SNº		COELHO DA ROCHA	25550380
33092443	METROPOLITANA VII	SAO JOAO DE MERITI	CE	DOUTOR ANIBAL VIRIATO DE AZEVEDO	AVENIDA AUTOMOVEL CLUBE	555		VILAR DOS TELES	25565000
33092451	METROPOLITANA VII	SAO JOAO DE MERITI	CE	DOUTOR OSCAR PIMENTA SOARES	RUA DAS ROSAS	SNº		PARQUE ARARUAMA	25585490
33093180	METROPOLITANA VII	SAO JOAO DE MERITI	CE	DUQUE COSTA	RUA JOANA KALIL	SNº		JARDIM MERITI	25555100
33093199	METROPOLITANA VII	SAO JOAO DE MERITI	CE	GOVERNADOR ROBERTO SILVEIRA	AVENIDA ROBERTO SILVEIRA	SNº		EDEN	25545120
33093458	METROPOLITANA VII	SAO JOAO DE MERITI	CE	HILTON GAMA	RUA FRANCISCO TORQUILHO	SNº		SAO MATEUS	25530071
33092230	METROPOLITANA VII	SAO JOAO DE MERITI	CE	JARDIM MERITI	RUA GENUINO SIQUEIRA	1076		JARDIM MERITI	25555300
33092460	METROPOLITANA VII	SAO JOAO DE MERITI	CE	JOSE DO PATROCINIO	RUA PROGRESSO	SNº	PARQUE JOSE BONIFACIO	VILAR DOS TELES	25565380
33092478	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PEDRO ALVARES CABRAL	AVENIDA AUTOMOVEL CLUBE	SNº		CENTRO	25515120
33093202	METROPOLITANA VII	SAO JOAO DE MERITI	EE	PRACA DA BANDEIRA	RUA PADRE VIEIRA	SNº		VILAR DOS TELES	25560030
33093210	METROPOLITANA VII	SAO JOAO DE MERITI	EE	PROFESSOR ALFREDO MAURICIO BRUM	RUA TORRES HOMEM	3345		EDEN	25535006
33093229	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PROFESSOR LOURENCO FILHO	RUA MARIA GAMA	SNº		EDEN	25530360
33092257	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PROFESSOR MURILO BRAGA	RUA ROBERTO BEDRAN	SNº		CENTRO	25520070
33093466	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PROFESSORA ALZIRA DOS SANTOS DA SILVA	RUA JOSE CARVALHO	SNº		VILA TIRADENTES	25525250
33092249	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PROFESSORA FRANCISCA JEREMIAS DA SILVEIRA MENEZES	AVENIDA COMENDADOR TELES	875		VILAR DOS TELES	25561160
33092508	METROPOLITANA VII	SAO JOAO DE MERITI	EE	PROFESSORA ODYLA DO COUTO	RUA DOUTOR RUBENS FARRULA	41		VILA ROSALI	25510150
33092427	METROPOLITANA VII	SAO JOAO DE MERITI	CE	REGINA CELIA DOS REIS OLIVEIRA	RUA DOUTORA MARIA JOSE	SNº		VENDA VELHA	25565440
33092516	METROPOLITANA VII	SAO JOAO DE MERITI	CE	PROFESSORA SANDRA MARIA SANTOS DE SOUSA	AVENIDA SAO JOAO DE MERITI	SNº		JARDIM METROPOLE	25571160
33092265	METROPOLITANA VII	SAO JOAO DE MERITI	CE	RUBENS FARRULLA	AVENIDA PLACIDO FIGUEIREDO JUNIOR	SNº		VILA ROSALI	25555150
33093482	METROPOLITANA VII	SAO JOAO DE MERITI	EE	SAO FRANCISCO DE ASSIS	RUA TAQUES BITTENCOURT	SNº		TOMAZINHO	25530052
33092532	METROPOLITANA VII	SAO JOAO DE MERITI	CE	VERA CRUZ	ESTRADA SAO JOAO CAXIAS	SNº		PARQUE MIRIM	25585020
33104328	METROPOLITANA VII	SAO JOAO DE MERITI	EE	VILAR DOS TELES	AVENIDA COMENDADOR TELES	875		VILAR DOS TELES	25561160
33093504	METROPOLITANA VII	SAO JOAO DE MERITI	CE	VISCONDE DE CAIRU	RUA BENTO SIQUEIRA	SNº	LOTE 07	VILA HUMAITA	25525660
33095647	NOROESTE FLUMINENSE	APERIBE	CIEP	419 BENIGNO BAIRRAL	RUA FRANCISCO HENRIQUE DE SOUZA	255		PALMEIRA	28495000
33004749	NOROESTE FLUMINENSE	APERIBE	CE	LOURENCA GUIMARAES	RUA JOSE GONCALVES BRANDAO	247		CENTRO	28495000
33000115	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	ALCINDA LOPES PEREIRA PINTO	RUA PRINCIPAL	366		USINA SANTA ISABEL - 1º DISTRITO	28360000
33000360	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	IE	EBER TEIXEIRA DE FIGUEIREDO	RUA PRESIDENTE COSTA E SILVA	247		BELVEDERE	28360000
33000158	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	EUCLIDES FELICIANO TARDIN	RUA JOSE ALBERONI	115		CENTRO	28360000
33000026	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	GOVERNADOR ROBERTO SILVEIRA	RUA GONCALVES DA SILVA	75		CENTRO	28360000
33518220	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	LUIZ TITO DE ALMEIDA	RUA FRANCISCO DINIZ	68		ROSAL	28370000
33000662	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	MARCILIO DIAS	RUA CRISTOVAO PADILHA CAMPOS	36	CENTRO 4º DISTRITO	CARABUCU	28372000
33000670	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	MARIA DA CONCEICAO PEREIRA PINTO	RUA DO COLEGIO	110		USINA SANTA MARIA	28360000
33000042	NOROESTE FLUMINENSE	BOM JESUS DO ITABAPOANA	CE	PADRE MELLO	AVENIDA GOVERNADOR ROBERTO SILVEIRA	578		CENTRO	28360000
33001014	NOROESTE FLUMINENSE	ITALVA	CIEP	141 VEREADOR SAID TANUS JOSE	RODOVIA BELO HORIZONTE X SAO JOAO DA BARRA	SNº	FAZENDA MODELO	SAO CAETANO	28250000
33001022	NOROESTE FLUMINENSE	ITALVA	CE	JOAO GUIMARAES	RUA JOSE LUIZ MARINHO	158		CENTRO	28250000
33001057	NOROESTE FLUMINENSE	ITALVA	CE	SEVERINO PEREIRA DA SILVA	VILA OPERARIA	SNº		CIMENTO PARAISO	28250000
33099278	NOROESTE FLUMINENSE	ITAOCARA	CIEP	275 LENINE CORTES FALANTE	RODOVIA RJ 158 DUAS BARRAS X ITAOCARA	SNº	KM 1	CAXIAS	28570000
33005990	NOROESTE FLUMINENSE	ITAOCARA	CE	FREI TOMAS	AVENIDA ROBERTO SILVEIRA	427		CENTRO	28570000
33006571	NOROESTE FLUMINENSE	ITAOCARA	CE	JAIME QUEIROZ DE SOUZA	RUA PEREIRA MARINS	187		CENTRO	28595000
33006458	NOROESTE FLUMINENSE	ITAOCARA	CE	JOHENIR HENRIQUES VIEGAS	RUA NILO PECANHA	SNº	2º DISTRITO	LARANJAIS	28580000
33006296	NOROESTE FLUMINENSE	ITAOCARA	CE	LAURINDO PITA	PRACA JOSE DIAS	SNº		JAGUAREMBE	28575000
33093890	NOROESTE FLUMINENSE	ITAPERUNA	CIEP	263 LINA BO BARDI	AVENIDA ZULAMITH BITTENCOURT	SNº		CIDADE NOVA	28300000
33001294	NOROESTE FLUMINENSE	ITAPERUNA	CE	BUARQUE DE NAZARETH	RUA ARY PARREIRAS	178		NITEROI	28300000
33001456	NOROESTE FLUMINENSE	ITAPERUNA	CE	CHEQUER JORGE	AVENIDA EUCLIDES POUBEL DE LIMA	341		VINHOSA	28300000
33001278	NOROESTE FLUMINENSE	ITAPERUNA	CIE DE AGROPECUARIA	DE ITAPERUNA	RODOVIA BELO HORIZONTE X SAO JOAO DA BARRA	SNº	KM 03	PRESIDENTE COSTA E SILVA	28300000
33001286	NOROESTE FLUMINENSE	ITAPERUNA	CE	DEZ DE MAIO	AVENIDA CARDOSO MOREIRA	571		CENTRO	28300000
33002312	NOROESTE FLUMINENSE	ITAPERUNA	CE	DOUTOR JOSE BASTOS FRANCA	AVENIDA ITAMAR BASTOS FRANCA	SNº		CENTRO	28333000
33002614	NOROESTE FLUMINENSE	ITAPERUNA	CE	ETELVINA ALVES DA SILVA	RUA SAO DOMINGOS	54		ARE	28335000
33002827	NOROESTE FLUMINENSE	ITAPERUNA	CE	JOSE GARCIA DE FREITAS	RODOVIA BELO HORIZONTE X SAO JOAO DA BARRA	SNº	KM 17	RETIRO DO MURIAE	28330000
33001650	NOROESTE FLUMINENSE	ITAPERUNA	CE	LIONS CLUBE DE ITAPERUNA	RUA WAGNER GOMES DA SILVA	97		PRESIDENTE COSTA E SILVA	28300000
33001316	NOROESTE FLUMINENSE	ITAPERUNA	CE	LUIZ FERRAZ	RUA VINHOSA	522		VINHOSA	28300000
33002258	NOROESTE FLUMINENSE	ITAPERUNA	CE	NICOLAO BASTOS FILHO	RUA FERMINO BASTOS	121		CENTRO	28348000
33001332	NOROESTE FLUMINENSE	ITAPERUNA	CE	ROMUALDO MONTEIRO DE BARROS	RUA DOUTOR JOSE DE OLIVEIRA CAMPOS	61		CIDADE NOVA	28300000
33001359	NOROESTE FLUMINENSE	ITAPERUNA	CE	ROTARY	RUA ALCIDES AUGUSTO DE MAGALHAES	SNº		MINISTRO SA TINOCO	28300000
33002126	NOROESTE FLUMINENSE	ITAPERUNA	CE	SENADOR SA TINOCO	RODOVIA RJ 202 - AVENIDA SENADOR SA TINOCO	SNº	6º DISTRITO	BOAVENTURA	28340000
33093555	NOROESTE FLUMINENSE	LAJE DO MURIAE	CIEP	343 PROFESSORA EMILIA DINIZ LIGIERO	RUA FERREIRA CESAR	572		PINDOBA	28350000
33094063	NOROESTE FLUMINENSE	MIRACEMA	CIEP	267 MARIA APARECIDA LIMA SOUTO TOSTES	RUA ALCEBIADES MENDES LINHARES	540		VILA JOSE DE CARVALHO	28460000
33006660	NOROESTE FLUMINENSE	MIRACEMA	IE	DE MIRACEMA	RUA MATOSO MAIA	250		CENTRO	28460000
33006679	NOROESTE FLUMINENSE	MIRACEMA	CE	DEODATO LINHARES	AVENIDA DEPUTADO LUIZ FERNANDO LINHARES	214		CENTRO	28460000
33006709	NOROESTE FLUMINENSE	MIRACEMA	CE	DOUTOR FERREIRA DA LUZ	RUA MATOSO MAIA	316		CENTRO	28460000
33007101	NOROESTE FLUMINENSE	MIRACEMA	CE	MANOEL RODRIGUES DE BARROS	RUA ANTONIO ROSSI	SNº	CENTRO - 2º DISTRITO	PARAISO DO TOBIAS	28463000
33006776	NOROESTE FLUMINENSE	MIRACEMA	CE	PRUDENTE DE MORAES	AVENIDA CARVALHO	523		SANTA TEREZA	28460000
33003386	NOROESTE FLUMINENSE	NATIVIDADE	CIEP	468 OLGA THURLER MENDONCA DA FONSECA	RUA CELINA GARCIA DA FONSECA	400		MORADA DO ENGENHO	28380000
33131163	NOROESTE FLUMINENSE	NATIVIDADE	CE	CORONEL JOSE ROSA DA SILVA	RODOVIA ITAPERUNA X PORCIUNCULA	SNº		OURANIA	28383000
33003394	NOROESTE FLUMINENSE	NATIVIDADE	CE	FLAVIO RIBEIRO DE REZENDE	AVENIDA MAURO ALVES RIBEIRO JUNIOR	243		BALNEARIO	28380000
33003424	NOROESTE FLUMINENSE	NATIVIDADE	CE	FRANCISCO PORTELLA	RUA PRESIDENTE GETULIO VARGAS	08		NS DAS GRACAS	28380000
33137196	NOROESTE FLUMINENSE	NATIVIDADE	CE	JOAO RODRIGUES FRANCA	RUA HUDSON FILGUEIRAS DA FONSECA	SNº		BOM JESUS DO QUERENDO	28388000
33004226	NOROESTE FLUMINENSE	PORCIUNCULA	CE	DEPUTADO CARLOS PINTO FILHO	RUA TEIXEIRA DE RESENDE	SNº	3º DISTRITO	SANTA CLARA	28398000
33097216	NOROESTE FLUMINENSE	PORCIUNCULA	IE	ELIANA DUARTE DA SILVA BREIJAO	RUA DEPUTADO LUIZ FERNANDO LINHARES	795		CENTRO	28390000
33004129	NOROESTE FLUMINENSE	PORCIUNCULA	CE	GERALDINO SILVA	LARGO DO IPIRANGA	SNº	CENTRO - 2º DISTRITO	PURILANDIA	28390000
33003858	NOROESTE FLUMINENSE	PORCIUNCULA	CE	JOSE DE LANNES DANTAS BRANDAO	RUA GOVERNADOR CHAGAS FREITAS	SNº		BOA VISTA	28390000
33097542	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CIEP	469 ANAIDE PANARO CALDAS	AVENIDA CHAIM ELIAS	SNº		ALIQUICIS	28470000
33007403	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	ALMIRANTE BARAO DE TEFFE	PRACA PEREIRA LIMA	106		CENTRO	28470000
33007420	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	DOUTOR LEONEL HOMEM DA COSTA	RUA ARY ANDRADE BRUM	05		FERREIRA	28470000
33142319	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	JOAO MAURICIO BRUM	RUA IDALINO DE SOUZA MAIA	140		BOA NOVA	28470000
33518211	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	PEDRO BAPTISTA DE SOUZA	RODOVIA RJ 186 / BR 393 LUCIO MEIRA	SNº	KM 0 - 5º DISTRITO	PIRAPETINGA	28470000
33007306	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	RUI GUIMARAES DE ALMEIDA	AVENIDA JOSE DE ALENCAR LEITE	81		CENTRO	28470000
33007900	NOROESTE FLUMINENSE	SANTO ANTONIO DE PADUA	CE	TEMISTOCLES DE ALMEIDA	PRACA MONTEIRO DE BARROS	SNº	CENTRO - 6º DISTRITO	MONTE ALEGRE	28490000
33005664	NOROESTE FLUMINENSE	SAO JOSE DE UBA	CE	MARIA LENY VIEIRA FERREIRA SILVA	AVENIDA DAVID VIEIRA NEY	437		CENTRO	28455000
33004447	NOROESTE FLUMINENSE	VARRE-SAI	CIEP	DOUTOR MIGUEL COUTO FILHO	RODOVIA RJ 214 MARIO ALVES RIBEIRO JUNIOR	SNº		CENTRO	28375000
33004927	NORTE FLUMINENSE	CAMBUCI	CIEP	276 ERNESTO PAIVA	RUA DOUTOR VIRGILIO FRANKLIN	SNº		GUARANI	28430000
33005478	NORTE FLUMINENSE	CAMBUCI	CE	OSCAR BATISTA	PRACA SAO SEBASTIAO	173		CENTRO	28450000
33004943	NORTE FLUMINENSE	CAMBUCI	CE	PROFESSOR MANOEL GONCALVES RAMOS JUNIOR	RUA ANTONIO PERAZZO	294		CENTRO	28430000
33005362	NORTE FLUMINENSE	CAMBUCI	CE	WALDEMIRO PITA	RUA CORONEL SERGIO PITTA	400		MONTE VERDE	28445000
33008272	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	056 DOUTOR CUSTODIO SIQUEIRA	AVENIDA SENADOR JOSE CARLOS PEREIRA PINTO	500		CALABOUCO	28070000
33008299	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	057 NILO PECANHA	AVENIDA RUI BARBOSA	SNº		LAPA	28013000
33100411	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	268 LUIZ CARLOS DE LACERDA	RODOVIA BR 101 CAMPOS X VITORIA	SNº	KM 16	TRAVESSAO DE CAMPOS	28175000
33094128	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	270 PREFEITO JOSE ALVES DE AZEVEDO	RUA CALIFORNIA	110		PARQUE SANTA ROSA	28085390
33099758	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	417 JOSE DO PATROCINIO	RUA DOM AQUINO CORREA	SNº		PARQUE SAO JORGE	28080165
33093938	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	461 CLOVIS TAVARES	RUA PROJETADA 1	SNº		PARQUE ESPLANADA	28055045
33097003	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	462 NACAO GOITACA	ESTRADA DE POCO GORDO	SNº		GOITACAZES	28110000
33099111	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	463 JOAO BORGES BARRETO	RUA A	SNº		URURAI	28040685
33093946	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CIEP	466 NINA ARUEIRA	AVENIDA NOSSA SENHORA DA PENHA	SNº		PARQUE PENHA	28021220
33012040	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	ALCEBIADES SCHWARTZ	RUA ANTONIO GOMES DOS SANTOS	SNº		CONSELHEIRO JOSINO	28170000
33011621	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	ALMIRANTE BARROSO	RUA GUILHERME MORISSON	SNº		TOCOS	28148000
